locus_tag	gene_symbol	product	type
EQU24_RS17410	nifU	Fe-S cluster assembly protein NifU	CDS
EQU24_RS17415		iron-sulfur cluster assembly accessory protein	CDS
EQU24_RS17420		nitrogen fixation protein NifZ	CDS
EQU24_RS17435		NUDIX hydrolase	CDS
EQU24_RS17440		PIN domain-containing protein	CDS
EQU24_RS17445		hypothetical protein	CDS
EQU24_RS17450		ribbon-helix-helix domain-containing protein	CDS
EQU24_RS17460		SEL1-like repeat protein	CDS
EQU24_RS17465		hypothetical protein	CDS
EQU24_RS17470		NYN domain-containing protein	CDS
EQU24_RS17480		hypothetical protein	CDS
EQU24_RS17485	rmuC	DNA recombination protein RmuC	CDS
EQU24_RS17490		transposase	CDS
EQU24_RS17505		hypothetical protein	CDS
EQU24_RS17510			tRNA
EQU24_RS17515		YdcF family protein	CDS
EQU24_RS17520	ubiA	4-hydroxybenzoate octaprenyltransferase	CDS
EQU24_RS17530	arsC	arsenate reductase (glutaredoxin)	CDS
EQU24_RS17535		DUF2069 domain-containing protein	CDS
EQU24_RS17540	hda	DnaA regulatory inactivator Hda	CDS
EQU24_RS17545		2-dehydropantoate 2-reductase	CDS
EQU24_RS17550		SDR family oxidoreductase	CDS
EQU24_RS17555		hypothetical protein	CDS
EQU24_RS17560		MoaD/ThiS family protein	CDS
EQU24_RS17570		cytochrome P450	CDS
EQU24_RS17575		hypothetical protein	CDS
EQU24_RS17580		terpene cyclase/mutase family protein	CDS
EQU24_RS17585		FAD-dependent monooxygenase	CDS
EQU24_RS17590		NAD(P)/FAD-dependent oxidoreductase	CDS
EQU24_RS17595		aldehyde ferredoxin oxidoreductase family protein	CDS
EQU24_RS17600		4Fe-4S dicluster domain-containing protein	CDS
EQU24_RS17605		DUF2845 domain-containing protein	CDS
EQU24_RS17610	lpxA	acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase	CDS
EQU24_RS17615	xerD	site-specific tyrosine recombinase XerD	CDS
EQU24_RS17620		methylated-DNA--[protein]-cysteine S-methyltransferase	CDS
EQU24_RS17625	rplS	50S ribosomal protein L19	CDS
EQU24_RS17630	trmD	tRNA (guanosine(37)-N1)-methyltransferase TrmD	CDS
EQU24_RS17635	rimM	ribosome maturation factor RimM	CDS
EQU24_RS17640	rpsP	30S ribosomal protein S16	CDS
EQU24_RS17645	ffh	signal recognition particle protein	CDS
EQU24_RS17650	ccsA	cytochrome c biogenesis protein CcsA	CDS
EQU24_RS17655		hypothetical protein	CDS
EQU24_RS17660	fliS	flagellar export chaperone FliS	CDS
EQU24_RS17665		IS4 family transposase	CDS
EQU24_RS17670		ISAzo13 family transposase	CDS
EQU24_RS17680	fliD	flagellar filament capping protein FliD	CDS
EQU24_RS17685		flagellar protein FlaG	CDS
EQU24_RS17695		glycosyltransferase	CDS
EQU24_RS17700		IS66 family transposase	CDS
EQU24_RS17705		FkbM family methyltransferase	CDS
EQU24_RS17710		glycosyltransferase family 4 protein	CDS
EQU24_RS17715		phytanoyl-CoA dioxygenase family protein	CDS
EQU24_RS17720		FkbM family methyltransferase	CDS
EQU24_RS17725		class I SAM-dependent methyltransferase	CDS
EQU24_RS17730		radical SAM protein	CDS
EQU24_RS17735		radical SAM protein	CDS
EQU24_RS17740		glycosyltransferase	CDS
EQU24_RS17745		NAD(P)-dependent oxidoreductase	CDS
EQU24_RS17750	rfbC	dTDP-4-dehydrorhamnose 3,5-epimerase	CDS
EQU24_RS17755	rfbH	lipopolysaccharide biosynthesis protein RfbH	CDS
EQU24_RS17760		hypothetical protein	CDS
EQU24_RS17765	rfbG	CDP-glucose 4,6-dehydratase	CDS
EQU24_RS17770	rfbF	glucose-1-phosphate cytidylyltransferase	CDS
EQU24_RS17780		DUF29 domain-containing protein	CDS
EQU24_RS17785		transposase	CDS
EQU24_RS17790		AAA family ATPase	CDS
EQU24_RS17795		ATP-binding protein	CDS
EQU24_RS17800		ATP-binding protein	CDS
EQU24_RS17805		MBL fold metallo-hydrolase	CDS
EQU24_RS17810		Uma2 family endonuclease	CDS
EQU24_RS17815		DEAD/DEAH box helicase	CDS
EQU24_RS17820	groL	chaperonin GroEL	CDS
EQU24_RS17825	groES	co-chaperone GroES	CDS
EQU24_RS17830	soxB	thiosulfohydrolase SoxB	CDS
EQU24_RS17835	lnt	apolipoprotein N-acyltransferase	CDS
EQU24_RS17840		DUF3391 domain-containing protein	CDS
EQU24_RS17845		ParA family protein	CDS
EQU24_RS17850		zinc ribbon-containing protein	CDS
EQU24_RS17855	leuS	leucine--tRNA ligase	CDS
EQU24_RS17860	lptE	LPS assembly lipoprotein LptE	CDS
EQU24_RS17865	holA	DNA polymerase III subunit delta	CDS
EQU24_RS17870		HAMP domain-containing histidine kinase	CDS
EQU24_RS17875		response regulator	CDS
EQU24_RS17880	htpG	molecular chaperone HtpG	CDS
EQU24_RS17885		IS110 family transposase	CDS
EQU24_RS17890		CcdB family protein	CDS
EQU24_RS17895		type II toxin-antitoxin system CcdA family antitoxin	CDS
EQU24_RS17900	speE	polyamine aminopropyltransferase	CDS
EQU24_RS17910	speA	biosynthetic arginine decarboxylase	CDS
EQU24_RS17915		hypothetical protein	CDS
EQU24_RS17920		type II toxin-antitoxin system RelE/ParE family toxin	CDS
EQU24_RS17925		NAD(P)-dependent oxidoreductase	CDS
EQU24_RS17930		hypothetical protein	CDS
EQU24_RS17935		hypothetical protein	CDS
EQU24_RS17940		homoserine O-succinyltransferase	CDS
EQU24_RS17945		nucleoside deaminase	CDS
EQU24_RS17950		hypothetical protein	CDS
EQU24_RS17955		DUF2066 domain-containing protein	CDS
EQU24_RS17960	purM	phosphoribosylformylglycinamidine cyclo-ligase	CDS
EQU24_RS17965		phage integrase N-terminal SAM-like domain-containing protein	CDS
EQU24_RS17970		hypothetical protein	CDS
EQU24_RS17980		hypothetical protein	CDS
EQU24_RS17985		type II toxin-antitoxin system HicA family toxin	CDS
EQU24_RS17990		hypothetical protein	CDS
EQU24_RS18000		zinc ribbon domain-containing protein YjdM	CDS
EQU24_RS18010	topA	type I DNA topoisomerase	CDS
EQU24_RS18015		DUF494 domain-containing protein	CDS
EQU24_RS18020	dprA	DNA-processing protein DprA	CDS
EQU24_RS18025		LysM peptidoglycan-binding domain-containing protein	CDS
EQU24_RS18030	def	peptide deformylase	CDS
EQU24_RS18035	fmt	methionyl-tRNA formyltransferase	CDS
EQU24_RS18040	rsmB	16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB	CDS
EQU24_RS18045		DUF4390 domain-containing protein	CDS
EQU24_RS18050		ATP-binding protein	CDS
EQU24_RS18055		sigma-54 dependent transcriptional regulator	CDS
EQU24_RS18060	rplM	50S ribosomal protein L13	CDS
EQU24_RS18065	rpsI	30S ribosomal protein S9	CDS
EQU24_RS18075	ilvA	threonine ammonia-lyase, biosynthetic	CDS
EQU24_RS18080	rpiA	ribose-5-phosphate isomerase RpiA	CDS
EQU24_RS18085		hypothetical protein	CDS
EQU24_RS18090		VWA domain-containing protein	CDS
EQU24_RS18095		MxaK protein	CDS
EQU24_RS18100		VWA domain-containing protein	CDS
EQU24_RS18105		hypothetical protein	CDS
EQU24_RS18110		MxaS protein	CDS
EQU24_RS18115		hypothetical protein	CDS
EQU24_RS18120		MoxR family ATPase	CDS
EQU24_RS18125		methanol dehydrogenase [cytochrome c] subunit	CDS
EQU24_RS18130	moxG	cytochrome c(L), periplasmic	CDS
EQU24_RS18135	moxJ	methanol oxidation system protein MoxJ	CDS
EQU24_RS18140		methanol/ethanol family PQQ-dependent dehydrogenase	CDS
EQU24_RS18145		response regulator transcription factor	CDS
EQU24_RS18150		CAP domain-containing protein	CDS
EQU24_RS18155		SRPBCC family protein	CDS
EQU24_RS18160		hypothetical protein	CDS
EQU24_RS18165		MBL fold metallo-hydrolase	CDS
EQU24_RS18170	corA	magnesium/cobalt transporter CorA	CDS
EQU24_RS18175		FkbM family methyltransferase	CDS
EQU24_RS18180		succinylglutamate desuccinylase/aspartoacylase family protein	CDS
EQU24_RS18185	rimK	30S ribosomal protein S6--L-glutamate ligase	CDS
EQU24_RS18190		hypothetical protein	CDS
EQU24_RS18195	rimO	30S ribosomal protein S12 methylthiotransferase RimO	CDS
EQU24_RS18200	accA	acetyl-CoA carboxylase carboxyl transferase subunit alpha	CDS
EQU24_RS18205		replication-associated recombination protein A	CDS
EQU24_RS18210	lolA	outer membrane lipoprotein chaperone LolA	CDS
EQU24_RS18215	aroE	shikimate dehydrogenase	CDS
EQU24_RS18220		hypothetical protein	CDS
EQU24_RS18225	hemB	porphobilinogen synthase	CDS
EQU24_RS18230		ABC transporter substrate-binding protein	CDS
EQU24_RS18235	cmoA	carboxy-S-adenosyl-L-methionine synthase CmoA	CDS
EQU24_RS18240	cmoB	tRNA 5-methoxyuridine(34)/uridine 5-oxyacetic acid(34) synthase CmoB	CDS
EQU24_RS18250		TetR/AcrR family transcriptional regulator	CDS
EQU24_RS18255	pgsA	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	CDS
EQU24_RS18260	uvrC	excinuclease ABC subunit UvrC	CDS
EQU24_RS18265		uracil-DNA glycosylase	CDS
EQU24_RS18270	pmbA	metalloprotease PmbA	CDS
EQU24_RS18275	tldD	metalloprotease TldD	CDS
EQU24_RS18280	bamC	outer membrane protein assembly factor BamC	CDS
EQU24_RS18285		carbon-nitrogen hydrolase family protein	CDS
EQU24_RS18290		YhdP family protein	CDS
EQU24_RS18300	rng	ribonuclease G	CDS
EQU24_RS18305		Maf family nucleotide pyrophosphatase	CDS
EQU24_RS18310	rlmH	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH	CDS
EQU24_RS18315		hypothetical protein	CDS
EQU24_RS18320		MoxR family ATPase	CDS
EQU24_RS18325		hypothetical protein	CDS
EQU24_RS18330		hypothetical protein	CDS
EQU24_RS18335		VWA domain-containing protein	CDS
EQU24_RS18340		glycosyltransferase	CDS
EQU24_RS18345		glycosyltransferase family 2 protein	CDS
EQU24_RS18350		glycosyltransferase	CDS
EQU24_RS18355		hypothetical protein	CDS
EQU24_RS18360		hypothetical protein	CDS
EQU24_RS18365		hypothetical protein	CDS
EQU24_RS18370		hypothetical protein	CDS
EQU24_RS18375		hypothetical protein	CDS
EQU24_RS18380		Rpn family recombination-promoting nuclease/putative transposase	CDS
EQU24_RS18390		transposase	CDS
EQU24_RS18395		ISNCY family transposase	CDS
EQU24_RS18400		transposase	CDS
EQU24_RS18405		type II toxin-antitoxin system VapC family toxin	CDS
EQU24_RS18410		DUF2191 domain-containing protein	CDS
EQU24_RS18415		putative addiction module antidote protein	CDS
EQU24_RS18420		type II toxin-antitoxin system RelE/ParE family toxin	CDS
EQU24_RS18425		transposase	CDS
EQU24_RS18430		IS4 family transposase	CDS
EQU24_RS18435		helix-turn-helix domain-containing protein	CDS
EQU24_RS18440		type II toxin-antitoxin system RelE/ParE family toxin	CDS
EQU24_RS18450	rfbA	glucose-1-phosphate thymidylyltransferase RfbA	CDS
EQU24_RS18455	rfbC	dTDP-4-dehydrorhamnose 3,5-epimerase	CDS
EQU24_RS18465		hypothetical protein	CDS
EQU24_RS18470		hypothetical protein	CDS
EQU24_RS18475		HAD-IA family hydrolase	CDS
EQU24_RS18480		IS66 family transposase	CDS
EQU24_RS18485		hypothetical protein	CDS
EQU24_RS18490		aldolase catalytic domain-containing protein	CDS
EQU24_RS18495		aldolase/citrate lyase family protein	CDS
EQU24_RS18500		cytidyltransferase	CDS
EQU24_RS18505		mitochondrial fission ELM1 family protein	CDS
EQU24_RS18510		HAD hydrolase-like protein	CDS
EQU24_RS18515		Rpn family recombination-promoting nuclease/putative transposase	CDS
EQU24_RS18520		glycosyltransferase family 2 protein	CDS
EQU24_RS18525		Rpn family recombination-promoting nuclease/putative transposase	CDS
EQU24_RS18530		DUF1796 family putative cysteine peptidase	CDS
EQU24_RS18535		glycosyltransferase	CDS
EQU24_RS18540		ion transporter	CDS
EQU24_RS18545			tRNA
EQU24_RS18550			tRNA
EQU24_RS18555			tRNA
EQU24_RS18560		cyclodeaminase/cyclohydrolase family protein	CDS
EQU24_RS18565	cysS	cysteine--tRNA ligase	CDS
EQU24_RS18570		peptidylprolyl isomerase	CDS
EQU24_RS18575	lpxH	UDP-2,3-diacylglucosamine diphosphatase	CDS
EQU24_RS18580		reverse transcriptase domain-containing protein	CDS
EQU24_RS18590		transposase	CDS
EQU24_RS18595		reverse transcriptase domain-containing protein	CDS
EQU24_RS18600		cation:proton antiporter	CDS
EQU24_RS18605		methanol/ethanol family PQQ-dependent dehydrogenase	CDS
EQU24_RS18610		quinoprotein dehydrogenase-associated putative ABC transporter substrate-binding protein	CDS
EQU24_RS18615	glgB	1,4-alpha-glucan branching protein GlgB	CDS
EQU24_RS18625		alpha-amylase family glycosyl hydrolase	CDS
EQU24_RS18635		DUF1957 domain-containing protein	CDS
EQU24_RS18645		DUF4912 domain-containing protein	CDS
EQU24_RS18650	malQ	4-alpha-glucanotransferase	CDS
EQU24_RS18655		glycoside hydrolase family 57 protein	CDS
EQU24_RS18660	glgC	glucose-1-phosphate adenylyltransferase	CDS
EQU24_RS18665	glgB	1,4-alpha-glucan branching protein GlgB	CDS
EQU24_RS18670	glgA	glycogen synthase GlgA	CDS
EQU24_RS18675		DbpA RNA binding domain-containing protein	CDS
EQU24_RS18680		peptidylprolyl isomerase	CDS
EQU24_RS18685		LPS-assembly protein LptD	CDS
EQU24_RS18690		phosphotransferase	CDS
EQU24_RS18695		nucleotidyltransferase family protein	CDS
EQU24_RS18700		dodecin family protein	CDS
EQU24_RS18705		hypothetical protein	CDS
EQU24_RS18710		HIT domain-containing protein	CDS
EQU24_RS18715		flagellar basal body-associated FliL family protein	CDS
EQU24_RS18720	nagZ	beta-N-acetylhexosaminidase	CDS
EQU24_RS18725		hypoxanthine-guanine phosphoribosyltransferase	CDS
EQU24_RS18730		S-methyl-5'-thioinosine phosphorylase	CDS
EQU24_RS18735		DUF2892 domain-containing protein	CDS
EQU24_RS18740		NAD(P)/FAD-dependent oxidoreductase	CDS
EQU24_RS18750		response regulator	CDS
EQU24_RS18755		VOC family protein	CDS
EQU24_RS18765		FimV family protein	CDS
EQU24_RS18770		aspartate-semialdehyde dehydrogenase	CDS
EQU24_RS18775	leuD	3-isopropylmalate dehydratase small subunit	CDS
EQU24_RS18780	leuC	3-isopropylmalate dehydratase large subunit	CDS
EQU24_RS18785	adk	adenylate kinase	CDS
EQU24_RS18790		CBS domain-containing protein	CDS
EQU24_RS18795		DUF1415 domain-containing protein	CDS
EQU24_RS18800		hypothetical protein	CDS
EQU24_RS18805	hemF	oxygen-dependent coproporphyrinogen oxidase	CDS
EQU24_RS18810		TraB/GumN family protein	CDS
EQU24_RS18815		peptidylprolyl isomerase	CDS
EQU24_RS18820	greB	transcription elongation factor GreB	CDS
EQU24_RS18825	wecC	UDP-N-acetyl-D-mannosamine dehydrogenase	CDS
EQU24_RS18835			rRNA
EQU24_RS18840			rRNA
EQU24_RS18845			tRNA
EQU24_RS18850			tRNA
EQU24_RS18855			rRNA
EQU24_RS18860			tRNA
EQU24_RS18865	hslV	ATP-dependent protease subunit HslV	CDS
EQU24_RS18870	hslU	ATP-dependent protease ATPase subunit HslU	CDS
EQU24_RS18875		DUF971 domain-containing protein	CDS
EQU24_RS18880	ubiE	bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1,4-benzoquinol methylase UbiE	CDS
EQU24_RS18885		SCP2 sterol-binding domain-containing protein	CDS
EQU24_RS18890	ubiB	ubiquinone biosynthesis regulatory protein kinase UbiB	CDS
EQU24_RS18895		phosphoglycerate kinase	CDS
EQU24_RS18900	rpoZ	DNA-directed RNA polymerase subunit omega	CDS
EQU24_RS18905		bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase	CDS
EQU24_RS18910		RidA family protein	CDS
EQU24_RS18915	recG	ATP-dependent DNA helicase RecG	CDS
EQU24_RS18920		chorismate lyase	CDS
EQU24_RS18925		hypothetical protein	CDS
EQU24_RS18930	hemL	glutamate-1-semialdehyde 2,1-aminomutase	CDS
EQU24_RS18935		class I SAM-dependent methyltransferase	CDS
EQU24_RS18940	hspQ	heat shock protein HspQ	CDS
EQU24_RS18945	ribA	GTP cyclohydrolase II	CDS
EQU24_RS18950		M20 family metallopeptidase	CDS
EQU24_RS18955	lexA	transcriptional repressor LexA	CDS
EQU24_RS18965		SirB2 family protein	CDS
EQU24_RS18970		EAL domain-containing protein	CDS
EQU24_RS18975		ATP-binding protein	CDS
EQU24_RS18980		hypothetical protein	CDS
EQU24_RS18985		TonB-dependent receptor	CDS
EQU24_RS18995		inositol monophosphatase	CDS
EQU24_RS19000		alkaline phosphatase	CDS
EQU24_RS19005		HDOD domain-containing protein	CDS
EQU24_RS19010		EAL domain-containing protein	CDS
EQU24_RS19020		zeta toxin family protein	CDS
EQU24_RS19030		hypothetical protein	CDS
EQU24_RS19035		response regulator	CDS
EQU24_RS19040		PAS domain S-box protein	CDS
EQU24_RS19045		IS3 family transposase	CDS
EQU24_RS19050		EAL domain-containing protein	CDS
EQU24_RS19055		hypothetical protein	CDS
EQU24_RS19060		flavin reductase family protein	CDS
EQU24_RS19065	nadC	carboxylating nicotinate-nucleotide diphosphorylase	CDS
EQU24_RS19070	ampD	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	CDS
EQU24_RS19080	lspA	signal peptidase II	CDS
EQU24_RS19085	ileS	isoleucine--tRNA ligase	CDS
EQU24_RS19090	ribF	bifunctional riboflavin kinase/FAD synthetase	CDS
EQU24_RS19105	rpsT	30S ribosomal protein S20	CDS
EQU24_RS19110	proB	glutamate 5-kinase	CDS
EQU24_RS19115	cgtA	Obg family GTPase CgtA	CDS
EQU24_RS19120	rpmA	50S ribosomal protein L27	CDS
EQU24_RS19125	rplU	50S ribosomal protein L21	CDS
EQU24_RS19130	ispB	octaprenyl diphosphate synthase	CDS
EQU24_RS19135		sigma 54-interacting transcriptional regulator	CDS
EQU24_RS19140		carbonic anhydrase	CDS
EQU24_RS19145		SDR family NAD(P)-dependent oxidoreductase	CDS
EQU24_RS19150		DUF1326 domain-containing protein	CDS
EQU24_RS19155		DUF2182 domain-containing protein	CDS
EQU24_RS19160		TonB-dependent receptor	CDS
EQU24_RS19165		hypothetical protein	CDS
EQU24_RS19170		porin	CDS
EQU24_RS19175	oadA	sodium-extruding oxaloacetate decarboxylase subunit alpha	CDS
EQU24_RS19180		sodium ion-translocating decarboxylase subunit beta	CDS
EQU24_RS19185		DEAD/DEAH box helicase	CDS
EQU24_RS19190	moaA	GTP 3',8-cyclase MoaA	CDS
EQU24_RS19195		ABC transporter substrate-binding protein	CDS
EQU24_RS19200		ABC transporter permease	CDS
EQU24_RS19205		ABC transporter ATP-binding protein	CDS
EQU24_RS19215		hypothetical protein	CDS
EQU24_RS19220		polysaccharide biosynthesis C-terminal domain-containing protein	CDS
EQU24_RS19225		NAD(P)-binding domain-containing protein	CDS
EQU24_RS19230		hypothetical protein	CDS
EQU24_RS19235		hypothetical protein	CDS
EQU24_RS19240		hypothetical protein	CDS
EQU24_RS19245	ald	alanine dehydrogenase	CDS
EQU24_RS19250		calcium/sodium antiporter	CDS
EQU24_RS19255		DUF2058 domain-containing protein	CDS
EQU24_RS19260		cupin domain-containing protein	CDS
EQU24_RS19265		glutaredoxin family protein	CDS
EQU24_RS19270		TIGR00645 family protein	CDS
EQU24_RS19275	metH	methionine synthase	CDS
EQU24_RS19280		DUF2970 domain-containing protein	CDS
EQU24_RS19285		hypothetical protein	CDS
EQU24_RS19290		hypothetical protein	CDS
EQU24_RS19295		DCC1-like thiol-disulfide oxidoreductase family protein	CDS
EQU24_RS19305		methane monooxygenase/ammonia monooxygenase subunit B	CDS
EQU24_RS19310		methane monooxygenase/ammonia monooxygenase subunit A	CDS
EQU24_RS19315		methane monooxygenase/ammonia monooxygenase subunit C	CDS
EQU24_RS19320		hypothetical protein	CDS
EQU24_RS19325		DUF411 domain-containing protein	CDS
EQU24_RS19330		secondary thiamine-phosphate synthase enzyme YjbQ	CDS
EQU24_RS19340		EAL domain-containing protein	CDS
EQU24_RS19345		GGDEF domain-containing response regulator	CDS
EQU24_RS19350		response regulator	CDS
EQU24_RS19355		protoglobin domain-containing protein	CDS
EQU24_RS19360	der	ribosome biogenesis GTPase Der	CDS
EQU24_RS19365	bamB	outer membrane protein assembly factor BamB	CDS
EQU24_RS19370		tetratricopeptide repeat protein	CDS
EQU24_RS19375	hisS	histidine--tRNA ligase	CDS
EQU24_RS19380	pilW	type IV pilus biogenesis/stability protein PilW	CDS
EQU24_RS19385		bifunctional tRNA (adenosine(37)-C2)-methyltransferase TrmG/ribosomal RNA large subunit methyltransferase RlmN	CDS
EQU24_RS19390	ndk	nucleoside-diphosphate kinase	CDS
EQU24_RS19395	secF	protein translocase subunit SecF	CDS
EQU24_RS19400	secD	protein translocase subunit SecD	CDS
EQU24_RS19405	yajC	preprotein translocase subunit YajC	CDS
EQU24_RS19410	tgt	tRNA guanosine(34) transglycosylase Tgt	CDS
EQU24_RS19415		monovalent cation:proton antiporter family protein	CDS
EQU24_RS19420		P-II family nitrogen regulator	CDS
EQU24_RS19425		phenylpyruvate tautomerase MIF-related protein	CDS
EQU24_RS19430		aldo/keto reductase	CDS
EQU24_RS19435		hypothetical protein	CDS
EQU24_RS19440		glycosyl hydrolase family 57	CDS
EQU24_RS19445		DUF3488 and transglutaminase-like domain-containing protein	CDS
EQU24_RS19450		DUF58 domain-containing protein	CDS
EQU24_RS19455		MoxR family ATPase	CDS
EQU24_RS19460		hypothetical protein	CDS
EQU24_RS19465		type II secretion system GspH family protein	CDS
EQU24_RS19470		S8 family serine peptidase	CDS
EQU24_RS19475		hypothetical protein	CDS
EQU24_RS19480		DUF3438 family protein	CDS
EQU24_RS19485		hypothetical protein	CDS
EQU24_RS19490		type II secretion system F family protein	CDS
EQU24_RS19495	tadA	ATPase, T2SS/T4P/T4SS family	CDS
EQU24_RS19500		hypothetical protein	CDS
EQU24_RS19505		hypothetical protein	CDS
EQU24_RS19510		DUF2939 domain-containing protein	CDS
EQU24_RS19515		hypothetical protein	CDS
EQU24_RS19520		type II secretion system protein	CDS
EQU24_RS19525		type II toxin-antitoxin system RelE/ParE family toxin	CDS
EQU24_RS19530		HigA family addiction module antitoxin	CDS
EQU24_RS19535		type II toxin-antitoxin system RelE/ParE family toxin	CDS
EQU24_RS19540		type II toxin-antitoxin system ParD family antitoxin	CDS
EQU24_RS19545		hypothetical protein	CDS
EQU24_RS19550		hypothetical protein	CDS
EQU24_RS19555		Nudix family hydrolase	CDS
EQU24_RS19560	argJ	bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ	CDS
EQU24_RS19565		cation diffusion facilitator family transporter	CDS
EQU24_RS19570		sulfurtransferase TusA family protein	CDS
EQU24_RS19575		tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase	CDS
EQU24_RS19585		PilT/PilU family type 4a pilus ATPase	CDS
EQU24_RS19590		hypothetical protein	CDS
EQU24_RS19595		alpha/beta fold hydrolase	CDS
EQU24_RS19600		thiolase family protein	CDS
EQU24_RS19605		3-hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase family protein	CDS
EQU24_RS19610		acyl-CoA dehydrogenase	CDS
EQU24_RS19615		hypothetical protein	CDS
EQU24_RS19620		multicopper oxidase domain-containing protein	CDS
EQU24_RS19625		DUF2956 domain-containing protein	CDS
EQU24_RS19630		dihydrofolate reductase family protein	CDS
EQU24_RS19635		hypothetical protein	CDS
EQU24_RS19640		glyceraldehyde-3-phosphate dehydrogenase	CDS
EQU24_RS19645		diguanylate cyclase	CDS
EQU24_RS19650		response regulator	CDS
EQU24_RS19655		IS66 family transposase	CDS
EQU24_RS19660		DUF2236 domain-containing protein	CDS
EQU24_RS19670		GGDEF domain-containing protein	CDS
EQU24_RS19675	lpxC	UDP-3-O-acyl-N-acetylglucosamine deacetylase	CDS
EQU24_RS19680	ftsZ	cell division protein FtsZ	CDS
EQU24_RS19685	ftsA	cell division protein FtsA	CDS
EQU24_RS19690		cell division protein FtsQ/DivIB	CDS
EQU24_RS19695		D-alanine--D-alanine ligase	CDS
EQU24_RS19700	murB	UDP-N-acetylmuramate dehydrogenase	CDS
EQU24_RS19705	murC	UDP-N-acetylmuramate--L-alanine ligase	CDS
EQU24_RS19710	murG	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase	CDS
EQU24_RS19715	ftsW	putative lipid II flippase FtsW	CDS
EQU24_RS19720	murD	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	CDS
EQU24_RS19725	mraY	phospho-N-acetylmuramoyl-pentapeptide- transferase	CDS
EQU24_RS19730		UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase	CDS
EQU24_RS19735		UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2, 6-diaminopimelate ligase	CDS
EQU24_RS19740		penicillin-binding protein 2	CDS
EQU24_RS19745	ftsL	cell division protein FtsL	CDS
EQU24_RS19750	rsmH	16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH	CDS
EQU24_RS19755	mraZ	division/cell wall cluster transcriptional repressor MraZ	CDS
EQU24_RS19765			ncRNA
EQU24_RS19770	rsmI	16S rRNA (cytidine(1402)-2'-O)-methyltransferase	CDS
EQU24_RS19775		penicillin-binding protein activator	CDS
EQU24_RS19780		YraN family protein	CDS
EQU24_RS19785		SIS domain-containing protein	CDS
EQU24_RS19790		DUF5610 domain-containing protein	CDS
EQU24_RS19800	recD	exodeoxyribonuclease V subunit alpha	CDS
EQU24_RS19805		septal ring lytic transglycosylase RlpA family protein	CDS
EQU24_RS19810	recB	exodeoxyribonuclease V subunit beta	CDS
EQU24_RS19815		SPOR domain-containing protein	CDS
EQU24_RS19825		YaiI/YqxD family protein	CDS
EQU24_RS19830		alpha/beta hydrolase	CDS
EQU24_RS19835		ABC transporter permease	CDS
EQU24_RS19840		ABC transporter permease	CDS
EQU24_RS19845	amrS	AmmeMemoRadiSam system radical SAM enzyme	CDS
EQU24_RS19850	amrB	AmmeMemoRadiSam system protein B	CDS
EQU24_RS19855	amrA	AmmeMemoRadiSam system protein A	CDS
EQU24_RS19860		SoxR reducing system RseC family protein	CDS
EQU24_RS19865		hypothetical protein	CDS
EQU24_RS19870		heavy metal translocating P-type ATPase	CDS
EQU24_RS19875	acnA	aconitate hydratase AcnA	CDS
EQU24_RS19880		hypothetical protein	CDS
EQU24_RS19890	lexA	transcriptional repressor LexA	CDS
EQU24_RS19900		phospholipase D-like domain-containing protein	CDS
EQU24_RS19905		hypothetical protein	CDS
EQU24_RS19930		2-oxoacid:acceptor oxidoreductase family protein	CDS
EQU24_RS19935	rsxC	electron transport complex subunit RsxC	CDS
EQU24_RS19940		RnfABCDGE type electron transport complex subunit D	CDS
EQU24_RS19945		FMN-binding protein	CDS
EQU24_RS19950		electron transport complex subunit E	CDS
EQU24_RS19955		RnfABCDGE type electron transport complex subunit A	CDS
EQU24_RS19960		hypothetical protein	CDS
EQU24_RS19965		RnfABCDGE type electron transport complex subunit B	CDS
EQU24_RS19970		urate hydroxylase PuuD	CDS
EQU24_RS19975		hypothetical protein	CDS
EQU24_RS19985		DUF429 domain-containing protein	CDS
EQU24_RS19995		addiction module protein	CDS
EQU24_RS20000		type II toxin-antitoxin system RelE/ParE family toxin	CDS
EQU24_RS20005		HigA family addiction module antitoxin	CDS
EQU24_RS20010		BrnT family toxin	CDS
EQU24_RS20015		hypothetical protein	CDS
EQU24_RS20020		FAD-binding oxidoreductase	CDS
EQU24_RS20025		SDR family oxidoreductase	CDS
EQU24_RS20035		hypothetical protein	CDS
